=== RESULTS FOR FILE: 1-I.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,30738.44,30702.8,35.64,0.12%
total_time,204,204,0,0.00%
rest_time,39.43,39.4,0.03,0.07%
first_quartile,130.81,116.5,14.31,10.94%
median_freq,196,185,11,5.61%
third_quartile,220,220,0,0.00%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,25.61,25.5,0.11,0.42%
lvmp_percent,15.56,15.5,0.06,0.38%
lvlp_time,59.18,59,0.18,0.30%
lvlp_percent,35.96,35.9,0.06,0.16%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,21.32,21.2,0.12,0.57%
mvmp_percent,12.96,12.9,0.06,0.43%
mvlp_time,56.07,55.9,0.17,0.31%
mvlp_percent,34.07,34,0.07,0.21%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0.68,0.5,0.18,26.32%
hvmp_percent,0.41,0.3,0.11,27.24%
hvlp_time,34.93,35,0.07,0.20%
hvlp_percent,21.22,21.3,0.08,0.36%
,,,,
=== RESULTS FOR FILE: 2-II.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,29421.08,29417.6,3.48,0.01%
total_time,193.67,192.8,0.87,0.45%
rest_time,54.65,53.6,1.05,1.93%
first_quartile,185,185,0,0.00%
median_freq,220,220,0,0.00%
third_quartile,220,220,0,0.00%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,20.98,21,0.02,0.10%
lvmp_percent,15.09,15.1,0.01,0.06%
lvlp_time,77.24,77,0.24,0.31%
lvlp_percent,55.56,55.3,0.26,0.47%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,16.65,16.6,0.05,0.31%
mvmp_percent,11.98,12,0.02,0.18%
mvlp_time,63.74,63.5,0.24,0.38%
mvlp_percent,45.85,45.6,0.25,0.55%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.61,2.6,0.01,0.33%
hvmp_percent,1.88,1.9,0.02,1.25%
hvlp_time,27.16,27.4,0.24,0.88%
hvlp_percent,19.54,19.7,0.16,0.83%
,,,,
=== RESULTS FOR FILE: 3-III.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,29096.96,29070.1,26.86,0.09%
total_time,192.65,191.7,0.95,0.49%
rest_time,52.72,51.9,0.82,1.56%
first_quartile,174.61,174.6,0.01,0.01%
median_freq,196,220,24,12.24%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,19.65,19.7,0.05,0.28%
lvmp_percent,14.04,14.1,0.06,0.43%
lvlp_time,75.89,75.9,0.01,0.02%
lvlp_percent,54.23,54.3,0.07,0.12%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,4.93,4.9,0.03,0.51%
mvmp_percent,3.52,3.5,0.02,0.56%
mvlp_time,64.16,64.2,0.04,0.06%
mvlp_percent,45.86,45.9,0.04,0.10%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.59,2.6,0.01,0.53%
hvmp_percent,1.85,1.9,0.05,2.80%
hvlp_time,35.34,35.4,0.06,0.16%
hvlp_percent,25.26,25.3,0.04,0.17%
,,,,
=== RESULTS FOR FILE: 4-IV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,23285.81,23577.7,291.89,1.25%
total_time,166.27,166.3,0.03,0.02%
rest_time,56.2,54.4,1.8,3.21%
first_quartile,185,174.6,10.4,5.62%
median_freq,196,196,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,29.73,30,0.27,0.91%
lvmp_percent,27.01,26.8,0.21,0.78%
lvlp_time,49.7,50.6,0.9,1.81%
lvlp_percent,45.16,45.2,0.04,0.10%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,4.34,4.3,0.04,0.86%
mvmp_percent,3.94,3.9,0.04,1.04%
mvlp_time,39.85,39.9,0.05,0.13%
mvlp_percent,36.21,35.7,0.51,1.40%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.89,2.9,0.01,0.29%
hvmp_percent,2.63,2.6,0.03,1.04%
hvlp_time,34.07,34.3,0.23,0.69%
hvlp_percent,30.95,30.7,0.25,0.82%
,,,,
=== RESULTS FOR FILE: 5-V.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,54694.2,54645.4,48.8,0.09%
total_time,324.88,324.9,0.02,0.01%
rest_time,73.54,73.6,0.06,0.09%
first_quartile,196,196,0,0.00%
median_freq,220,220,0,0.00%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,50.37,50.4,0.03,0.07%
lvmp_percent,20.04,20,0.04,0.19%
lvlp_time,138.96,139,0.04,0.03%
lvlp_percent,55.29,55.3,0.01,0.02%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,30.18,29.1,1.08,3.59%
mvmp_percent,12.01,11.6,0.41,3.40%
mvlp_time,97.32,98.4,1.08,1.11%
mvlp_percent,38.72,39.2,0.48,1.24%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,21.59,20.5,1.09,5.03%
hvmp_percent,8.59,8.2,0.39,4.52%
hvlp_time,90.73,91.8,1.07,1.18%
hvlp_percent,36.1,36.5,0.4,1.11%
,,,,
=== RESULTS FOR FILE: 6-VI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,53837.43,53433.6,403.83,0.75%
total_time,339.26,336.9,2.36,0.69%
rest_time,85.83,85.1,0.73,0.85%
first_quartile,185,185,0,0.00%
median_freq,220,220,0,0.00%
third_quartile,246.94,240.2,6.74,2.73%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,42.08,41.7,0.38,0.90%
lvmp_percent,16.6,16.6,0,0.02%
lvlp_time,118.29,116.4,1.89,1.60%
lvlp_percent,46.67,46.2,0.47,1.02%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,29.23,28.9,0.33,1.14%
mvmp_percent,11.54,11.5,0.04,0.31%
mvlp_time,98.49,98.3,0.19,0.20%
mvlp_percent,38.86,39,0.14,0.35%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,5.4,5.4,0,0.01%
hvmp_percent,2.13,2.1,0.03,1.45%
hvlp_time,57.77,57.4,0.37,0.64%
hvlp_percent,22.79,22.8,0.01,0.02%
,,,,
=== RESULTS FOR FILE: 7-VII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,19362.8,19362.8,0,0.00%
total_time,180,180,0,0.00%
rest_time,58.91,58.9,0.01,0.02%
first_quartile,130.81,130.8,0.01,0.01%
median_freq,146.83,146.8,0.03,0.02%
third_quartile,196,196,0,0.00%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,3.27,3.3,0.03,0.83%
lvmp_percent,2.7,2.7,0,0.10%
lvlp_time,31.64,31.6,0.04,0.11%
lvlp_percent,26.13,26.1,0.03,0.10%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,0,0,0,0.00%
mvmp_percent,0,0,0,0.00%
mvlp_time,20.73,20.7,0.03,0.13%
mvlp_percent,17.12,17.1,0.02,0.10%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0,0,0,0.00%
hvmp_percent,0,0,0,0.00%
hvlp_time,10.91,10.9,0.01,0.08%
hvlp_percent,9.01,9,0.01,0.10%
,,,,
=== RESULTS FOR FILE: 8-VIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,32961.23,33027.2,65.97,0.20%
total_time,235.64,236.2,0.56,0.24%
rest_time,45.82,46.4,0.58,1.27%
first_quartile,138.59,127.2,11.39,8.22%
median_freq,164.81,164.8,0.01,0.01%
third_quartile,207.65,207.7,0.05,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,4.36,4.4,0.04,0.83%
lvmp_percent,2.3,2.3,0,0.05%
lvlp_time,52.36,54.5,2.14,4.08%
lvlp_percent,27.59,28.7,1.11,4.04%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,0,0,0,0.00%
mvmp_percent,0,0,0,0.00%
mvlp_time,38.73,38.7,0.03,0.07%
mvlp_percent,20.4,20.4,0,0.01%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0,0,0,0.00%
hvmp_percent,0,0,0,0.00%
hvlp_time,29.45,29.5,0.05,0.15%
hvlp_percent,15.52,15.5,0.02,0.11%
,,,,
=== RESULTS FOR FILE: 9-IX.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,29115.67,29149.5,33.83,0.12%
total_time,206.96,207,0.04,0.02%
rest_time,66.09,66.1,0.01,0.02%
first_quartile,164.81,164.8,0.01,0.01%
median_freq,196,196,0,0.00%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,29.78,29.8,0.02,0.06%
lvmp_percent,21.14,21.1,0.04,0.20%
lvlp_time,61.96,62,0.04,0.07%
lvlp_percent,43.98,44,0.02,0.04%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,5.22,7,1.78,34.17%
mvmp_percent,3.7,4.9,1.2,32.30%
mvlp_time,52.61,51.1,1.51,2.87%
mvlp_percent,37.35,36.3,1.05,2.80%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,1.74,1.7,0.04,2.25%
hvmp_percent,1.23,1.2,0.03,2.80%
hvlp_time,46.3,46.3,0,0.01%
hvlp_percent,32.87,32.9,0.03,0.09%
,,,,
=== RESULTS FOR FILE: 10-X.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,42399.29,42532.5,133.21,0.31%
total_time,269.57,269.6,0.03,0.01%
rest_time,79.35,78.9,0.45,0.56%
first_quartile,196,196,0,0.00%
median_freq,196,196,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,64.17,64.7,0.53,0.83%
lvmp_percent,33.73,33.9,0.17,0.49%
lvlp_time,89.86,89.9,0.04,0.05%
lvlp_percent,47.24,47.1,0.14,0.29%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,31.41,31.6,0.19,0.60%
mvmp_percent,16.51,16.6,0.09,0.52%
mvlp_time,60.51,60.8,0.29,0.48%
mvlp_percent,31.81,31.9,0.09,0.28%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,10.14,10.4,0.26,2.51%
hvmp_percent,5.33,5.4,0.07,1.25%
hvlp_time,67.54,67.7,0.16,0.24%
hvlp_percent,35.5,35.5,0,0.01%
,,,,
=== RESULTS FOR FILE: 11-XI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,34871.64,35145.2,273.56,0.78%
total_time,209.75,208.9,0.85,0.40%
rest_time,48.02,46.2,1.82,3.79%
first_quartile,164.81,164.8,0.01,0.01%
median_freq,220,220,0,0.00%
third_quartile,277.18,277.2,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,50.55,52,1.45,2.88%
lvmp_percent,31.25,32,0.75,2.39%
lvlp_time,53.42,52.9,0.52,0.98%
lvlp_percent,33.03,32.5,0.53,1.62%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,26.05,26.3,0.25,0.95%
mvmp_percent,16.11,16.2,0.09,0.57%
mvlp_time,65.09,65.8,0.71,1.09%
mvlp_percent,40.25,40.4,0.15,0.38%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,6.09,6.2,0.11,1.86%
hvmp_percent,3.76,3.8,0.04,0.96%
hvlp_time,55.26,56.3,1.04,1.89%
hvlp_percent,34.17,34.6,0.43,1.27%
,,,,
=== RESULTS FOR FILE: 12-XII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,31589.09,31595.8,6.71,0.02%
total_time,202.45,202.5,0.05,0.03%
rest_time,61.7,61.7,0,0.00%
first_quartile,196,196,0,0.00%
median_freq,233.08,233.1,0.02,0.01%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,47.02,47,0.02,0.04%
lvmp_percent,33.41,33.4,0.01,0.02%
lvlp_time,68.27,68.3,0.03,0.04%
lvlp_percent,48.51,48.5,0.01,0.02%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,8.9,8.9,0,0.02%
mvmp_percent,6.32,6.3,0.02,0.35%
mvlp_time,64.71,64.6,0.11,0.17%
mvlp_percent,45.98,45.9,0.08,0.17%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,6.86,6.9,0.04,0.52%
hvmp_percent,4.88,4.9,0.02,0.47%
hvlp_time,66.01,65.9,0.11,0.17%
hvlp_percent,46.9,46.8,0.1,0.22%
,,,,
=== RESULTS FOR FILE: 13-XIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,48233.25,49650.2,1416.95,2.94%
total_time,301.84,308.9,7.06,2.34%
rest_time,88.2,88.6,0.4,0.45%
first_quartile,185,185,0,0.00%
median_freq,246.94,246.9,0.04,0.02%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,35.41,36,0.59,1.66%
lvmp_percent,16.58,16.3,0.28,1.67%
lvlp_time,122.2,126.1,3.9,3.19%
lvlp_percent,57.2,57.2,0,0.01%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,17.05,17.8,0.75,4.40%
mvmp_percent,7.98,8.1,0.12,1.49%
mvlp_time,113.65,115.6,1.95,1.72%
mvlp_percent,53.2,52.5,0.7,1.31%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,8.82,9.5,0.68,7.73%
hvmp_percent,4.13,4.3,0.17,4.18%
hvlp_time,118.7,119.7,1,0.84%
hvlp_percent,55.56,54.3,1.26,2.27%
,,,,
=== RESULTS FOR FILE: 14-XIV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,37998.08,37959.2,38.88,0.10%
total_time,263.61,263.5,0.11,0.04%
rest_time,70.22,70.2,0.02,0.02%
first_quartile,146.83,146.8,0.03,0.02%
median_freq,196,196,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,51.56,51.1,0.46,0.89%
lvmp_percent,26.66,26.5,0.16,0.60%
lvlp_time,59.32,59.6,0.28,0.47%
lvlp_percent,30.68,30.8,0.12,0.40%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,18.1,18.1,0,0.02%
mvmp_percent,9.36,9.4,0.04,0.41%
mvlp_time,61.34,60.9,0.44,0.71%
mvlp_percent,31.72,31.5,0.22,0.69%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,4.14,4.1,0.04,0.92%
hvmp_percent,2.14,2.1,0.04,1.86%
hvlp_time,69.56,69.4,0.16,0.23%
hvlp_percent,35.97,35.9,0.07,0.19%
,,,,
=== RESULTS FOR FILE: 15-XV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,15665.54,15629,36.54,0.23%
total_time,85.48,85.5,0.02,0.02%
rest_time,14.37,14.6,0.23,1.62%
first_quartile,196,196,0,0.00%
median_freq,220,220,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,19.16,19.2,0.04,0.23%
lvmp_percent,26.94,27,0.06,0.23%
lvlp_time,40.03,40,0.03,0.08%
lvlp_percent,56.29,56.4,0.11,0.20%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,3.07,3.1,0.03,0.90%
mvmp_percent,4.32,4.3,0.02,0.47%
mvlp_time,34.79,34.8,0.01,0.03%
mvlp_percent,48.92,49,0.08,0.16%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0.9,0.9,0,0.40%
hvmp_percent,1.27,1.3,0.03,2.31%
hvlp_time,26.75,26.7,0.05,0.18%
hvlp_percent,37.61,37.6,0.01,0.03%
,,,,
=== RESULTS FOR FILE: 16-XVI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,18192.43,18472.3,279.87,1.54%
total_time,113.81,115.9,2.09,1.84%
rest_time,27.07,27.4,0.33,1.24%
first_quartile,174.61,174.6,0.01,0.01%
median_freq,207.65,207.7,0.05,0.02%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,18.87,19,0.13,0.70%
lvmp_percent,21.75,21.5,0.25,1.16%
lvlp_time,39.56,39.3,0.26,0.66%
lvlp_percent,45.61,44.5,1.11,2.43%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,2.01,2.2,0.19,9.33%
mvmp_percent,2.32,2.5,0.18,7.77%
mvlp_time,37.19,37.1,0.09,0.23%
mvlp_percent,42.87,41.9,0.97,2.27%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.01,2.2,0.19,9.33%
hvmp_percent,2.32,2.5,0.18,7.77%
hvlp_time,33.98,33.9,0.08,0.25%
hvlp_percent,39.18,38.4,0.78,1.99%
,,,,
=== RESULTS FOR FILE: 17-XVII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,29835.57,29895.5,59.93,0.20%
total_time,215.58,215.8,0.22,0.10%
rest_time,56.68,56.6,0.08,0.14%
first_quartile,130.81,130.8,0.01,0.01%
median_freq,185,185,0,0.00%
third_quartile,220,220,0,0.00%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,20.89,20.9,0.01,0.03%
lvmp_percent,13.15,13.1,0.05,0.37%
lvlp_time,50.06,50.3,0.24,0.49%
lvlp_percent,31.5,31.6,0.1,0.31%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,13.39,13.4,0.01,0.05%
mvmp_percent,8.43,8.4,0.03,0.34%
mvlp_time,27.4,27.7,0.3,1.10%
mvlp_percent,17.24,17.4,0.16,0.91%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,9.64,9.6,0.04,0.44%
hvmp_percent,6.07,6.1,0.03,0.52%
hvlp_time,24.37,24.4,0.03,0.10%
hvlp_percent,15.34,15.3,0.04,0.26%
,,,,
=== RESULTS FOR FILE: 18-XVIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,11375.69,11432.3,56.61,0.50%
total_time,98.16,98.5,0.34,0.34%
rest_time,37.21,37.3,0.09,0.25%
first_quartile,155.56,138.6,16.96,10.90%
median_freq,207.65,185,22.65,10.91%
third_quartile,246.94,220,26.94,10.91%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,6.63,6.7,0.07,1.00%
lvmp_percent,10.88,10.9,0.02,0.16%
lvlp_time,21.01,21.1,0.09,0.41%
lvlp_percent,34.48,34.5,0.02,0.07%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,2.25,2.3,0.05,2.07%
mvmp_percent,3.7,3.7,0,0.08%
mvlp_time,15.66,15.8,0.14,0.88%
mvlp_percent,25.69,25.8,0.11,0.41%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.25,2.3,0.05,2.07%
hvmp_percent,3.7,3.7,0,0.08%
hvlp_time,10.5,10.6,0.1,0.95%
hvlp_percent,17.23,17.2,0.03,0.16%
,,,,
=== RESULTS FOR FILE: 19-XIX.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,46452.49,45473.5,978.99,2.11%
total_time,324.33,312.9,11.43,3.53%
rest_time,98.26,92,6.26,6.37%
first_quartile,174.61,174.6,0.01,0.01%
median_freq,207.65,196,11.65,5.61%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,33.36,33.3,0.06,0.18%
lvmp_percent,14.76,15.1,0.34,2.32%
lvlp_time,85.67,83.6,2.07,2.41%
lvlp_percent,37.89,37.8,0.09,0.25%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,5.06,5.1,0.04,0.88%
mvmp_percent,2.24,2.3,0.06,2.85%
mvlp_time,76.14,74.8,1.34,1.76%
mvlp_percent,33.68,33.9,0.22,0.65%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,4.93,4.9,0.03,0.62%
hvmp_percent,2.18,2.2,0.02,0.87%
hvlp_time,72.97,71.3,1.67,2.29%
hvlp_percent,32.28,32.3,0.02,0.07%
,,,,
=== RESULTS FOR FILE: 20-XX.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,23540.48,23525.2,15.28,0.06%
total_time,199.2,198.3,0.9,0.45%
rest_time,79.42,78.3,1.12,1.41%
first_quartile,164.81,157.9,6.91,4.19%
median_freq,196,185,11,5.61%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,11.8,11.8,0,0.01%
lvmp_percent,9.85,9.8,0.05,0.54%
lvlp_time,47.83,47.4,0.43,0.89%
lvlp_percent,39.93,39.5,0.43,1.07%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,3.64,3.6,0.04,1.00%
mvmp_percent,3.04,3,0.04,1.18%
mvlp_time,44.09,43.6,0.49,1.10%
mvlp_percent,36.81,36.4,0.41,1.10%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0,0,0,0.00%
hvmp_percent,0,0,0,0.00%
hvlp_time,34.81,35.3,0.49,1.40%
hvlp_percent,29.06,29.4,0.34,1.16%
,,,,
=== RESULTS FOR FILE: 21-XXI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,27313.38,27743.5,430.12,1.57%
total_time,138.26,138.3,0.04,0.03%
rest_time,26.09,24.4,1.69,6.47%
first_quartile,207.65,207.7,0.05,0.02%
median_freq,246.94,246.9,0.04,0.02%
third_quartile,277.18,293.7,16.52,5.96%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,48.04,49.1,1.06,2.20%
lvmp_percent,42.83,43.1,0.27,0.63%
lvlp_time,52.83,53.5,0.67,1.28%
lvlp_percent,47.09,46.9,0.19,0.41%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,27.17,27.4,0.23,0.83%
mvmp_percent,24.22,24,0.22,0.93%
mvlp_time,48.91,50,1.09,2.22%
mvlp_percent,43.6,43.9,0.3,0.68%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,16.09,16.1,0.01,0.08%
hvmp_percent,14.34,14.1,0.24,1.68%
hvlp_time,54.35,55.7,1.35,2.49%
hvlp_percent,48.45,48.9,0.45,0.93%
,,,,
=== RESULTS FOR FILE: 22-XXII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,15239.59,14933.2,306.39,2.01%
total_time,104.26,102.6,1.66,1.59%
rest_time,35.21,34.8,0.41,1.15%
first_quartile,196,190.5,5.5,2.81%
median_freq,220,220,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,19.91,17.8,2.11,10.61%
lvmp_percent,28.84,26.3,2.54,8.80%
lvlp_time,32.33,31.8,0.53,1.63%
lvlp_percent,46.82,46.9,0.08,0.18%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,12.5,10.8,1.7,13.60%
mvmp_percent,18.1,15.9,2.2,12.17%
mvlp_time,26.55,25.7,0.85,3.21%
mvlp_percent,38.45,37.9,0.55,1.44%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.07,2.1,0.03,1.50%
hvmp_percent,3,3.1,0.1,3.46%
hvlp_time,28.02,26.8,1.22,4.34%
hvlp_percent,40.57,39.6,0.97,2.40%
,,,,
=== RESULTS FOR FILE: 23-XXIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,32888.05,32810,78.05,0.24%
total_time,215.12,215.1,0.02,0.01%
rest_time,54.49,54.8,0.31,0.57%
first_quartile,164.81,164.8,0.01,0.01%
median_freq,196,196,0,0.00%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,30.4,30.4,0,0.01%
lvmp_percent,18.93,18.9,0.03,0.14%
lvlp_time,54.27,54.2,0.07,0.13%
lvlp_percent,33.78,33.8,0.02,0.05%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,16.36,16.3,0.06,0.37%
mvmp_percent,10.18,10.2,0.02,0.15%
mvlp_time,45.99,45.9,0.09,0.19%
mvlp_percent,28.63,28.6,0.03,0.10%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,10.37,10.1,0.27,2.56%
hvmp_percent,6.45,6.3,0.15,2.37%
hvlp_time,38.61,38.8,0.19,0.49%
hvlp_percent,24.04,24.2,0.16,0.68%
,,,,
=== RESULTS FOR FILE: 24-XXIV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,35125.49,35105.4,20.09,0.06%
total_time,232.07,230.3,1.77,0.76%
rest_time,56.67,54.8,1.87,3.30%
first_quartile,155.56,155.6,0.04,0.03%
median_freq,196,196,0,0.00%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,22.85,21.3,1.55,6.80%
lvmp_percent,13.03,12.1,0.93,7.13%
lvlp_time,72.52,71.9,0.62,0.85%
lvlp_percent,41.35,41,0.35,0.84%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,10.14,10.1,0.04,0.38%
mvmp_percent,5.78,5.8,0.02,0.34%
mvlp_time,53.12,53.6,0.48,0.91%
mvlp_percent,30.28,30.5,0.22,0.71%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,8.04,8,0.04,0.53%
hvmp_percent,4.59,4.6,0.01,0.32%
hvlp_time,49.94,50.4,0.46,0.93%
hvlp_percent,28.47,28.7,0.23,0.81%
,,,,
